date,pm25,pm10,o3,no2,so2,co
3/12/2015,173,159,42,54,36,21
3/11/2015,173,102,49,43,31,14
3/10/2015,228,98,30,39,26,19
3/9/2015,196,123,31,29,23,20
3/8/2015,160,103,62,32,26,39
3/7/2015,175,71,25,34,28,17
3/6/2015,189,84,58,30,25,14
3/5/2015,152,92,47,27,18,21
3/4/2015,147,57,31,19,14,13
3/3/2015,164,75,38,31,19,25
3/2/2015,174,176,50,21,16,13
3/1/2015,157,77,50,39,20,16
2/28/2015,95,64,34,34,14,15
2/27/2015,136,28,32,14,10,12
2/26/2015,155,42,29,21,11,17
2/25/2015,169,57,44,27,14,16
2/24/2015,177,69,18,26,13,18
2/23/2015,191,83,23,26,11,16
2/22/2015,206,87,40,24,13,20
2/21/2015,163,99,45,27,9,19
2/20/2015,134,67,53,19,13,14
2/19/2015,196,56,27,14,10,16
2/18/2015,200,112,41,25,20,20
2/17/2015,222,129,57,32,23,24
2/16/2015,208,155,92,47,24,21
2/15/2015,187,135,35,43,32,26
2/14/2015,203,89,39,36,41,21
2/13/2015,236,123,47,51,46,21
2/12/2015,253,202,83,72,52,33
2/11/2015,218,168,53,58,48,25
2/10/2015,177,117,57,43,40,17
2/9/2015,160,96,65,48,38,15
2/8/2015,256,84,51,36,22,17
2/7/2015,230,137,52,40,35,26
2/6/2015,210,215,34,70,32,22
2/5/2015,255,134,56,57,31,19
2/4/2015,260,172,42,52,36,24
2/3/2015,207,188,68,49,25,23
2/2/2015,189,125,39,29,14,17
2/1/2015,208,73,29,31,16,18
1/31/2015,205,88,47,35,14,18
1/30/2015,174,89,54,27,19,17
1/29/2015,148,64,49,26,20,14
1/28/2015,120,42,41,21,22,13
1/27/2015,198,21,40,16,10,11
1/26/2015,336,80,48,19,13,26
1/25/2015,312,138,24,36,23,57
1/24/2015,193,160,30,36,20,36
1/23/2015,173,211,35,55,36,33
1/22/2015,186,102,31,48,46,21
1/21/2015,214,110,43,41,48,33
1/20/2015,193,203,45,47,30,35
1/19/2015,215,143,29,59,34,20
1/18/2015,200,126,51,55,35,20
1/17/2015,211,129,51,45,25,14
1/16/2015,201,121,57,48,35,22
1/15/2015,203,112,38,46,18,19
1/14/2015,191,114,22,49,21,22
1/13/2015,187,80,32,36,13,13
1/12/2015,234,94,32,37,21,22
1/11/2015,302,131,43,54,29,24
1/10/2015,309,219,36,77,35,34
1/9/2015,285,222,41,78,34,41
1/8/2015,243,167,28,69,31,29
1/7/2015,212,154,39,67,27,23
1/6/2015,324,125,38,43,21,23
1/5/2015,247,140,19,36,39,25
1/4/2015,224,153,22,56,40,22
1/3/2015,222,160,36,68,52,27
1/2/2015,178,181,37,52,34,24
1/1/2015,156,127,24,46,43,19
12/31/2014,,109,29,43,31,20
12/28/2014,189,,,,,
12/27/2014,176,89,48,31,26,22
12/26/2014,191,80,35,32,18,22
12/25/2014,262,101,47,38,34,26
12/24/2014,230,132,35,40,28,20
12/23/2014,188,152,42,62,37,30
12/22/2014,176,116,31,46,43,19
12/21/2014,164,111,44,45,38,28
12/20/2014,195,99,48,30,25,24
12/19/2014,160,120,61,43,28,24
12/18/2014,181,102,48,38,28,16
12/17/2014,168,154,30,47,39,19
12/16/2014,104,114,41,45,22,16
12/15/2014,176,96,47,25,15,8
12/14/2014,179,125,37,47,38,17
12/13/2014,211,107,39,49,40,16
12/12/2014,176,115,45,51,29,15
12/11/2014,155,118,48,39,24,13
